NAME	TITLE	SCORE	
RP11-23J9.4		0.03583535	
LL22NC03-63E9.3		0.035822075	
CCDC60		0.035822026	
AC017104.6		0.035806976	
RP11-132N15.2		0.035799526	
SNORD57		0.035795882	
SFN		0.03573114	
RP11-430K21.2		0.035693534	
CCDC113		0.035650633	
TTC18		0.035649534	
KCNE1		0.03564525	
AC009120.5		0.03560176	
RAD9B		0.035601597	
PLA2G3		0.03557771	
RP11-797H7.5		0.035531074	
RP11-543C4.1		0.03550513	
LINC00163		0.035438944	
CXorf28		0.035438944	
RP11-755F10.1		0.035429545	
CHRNG		0.035381056	
FAM153C		0.035376858	
AC012358.7		0.0353461	
TFPT		0.03533211	
RN7SL251P		0.03527686	
RP11-1391J7.1		0.035275217	
NEK1		0.03524355	
PIP5K1C		0.035233438	
CACNB1		0.035194516	
HSF4		0.035186425	
RP11-44D5.1		0.03517708	
DLG4		0.035167016	
SUV420H2		0.0351148	
KRTAP5-9		0.03509981	
EFNB1		0.03505403	
TSIX		0.03504318	
G0S2		0.03503385	
MIR581		0.03502799	
ADAMTS13		0.03500253	
CTC-338M12.1		0.03497173	
ATG9B		0.03496678	
SNORD53		0.03492169	
RSPH6A		0.034915786	
RP11-667K14.4		0.034907494	
COL6A3		0.034904793	
OSBP2		0.03487934	
GOLGA6L2		0.034878872	
ST13P19		0.034861643	
TEKT1		0.034844913	
AC005740.6		0.034824815	
RP11-430C7.5		0.03480513	
CTD-3076O17.1		0.03480053	
NNAT		0.034784954	
ANO9		0.034781262	
SLC2A11		0.034770776	
CTD-2650P22.1		0.03475139	
RP11-184E9.1		0.034749683	
ROPN1L		0.03473713	
RP11-496I9.1		0.034695517	
CTC-360G5.9		0.03466177	
AACSP1		0.034607157	
AC002472.13		0.034601584	
CTA-407F11.6		0.03455465	
SAP25		0.03454977	
LCE3D		0.034544934	
DNAAF1		0.034535315	
RP11-344H11.5		0.03451737	
RP11-432J24.5		0.034511026	
AC005523.3		0.034480426	
SSPO		0.034468208	
RP11-255J3.2		0.03444483	
CRAT		0.03441831	
RP11-567M21.3		0.03431266	
ZNF467		0.034291163	
ZIC5		0.03427379	
RP5-1066H13.4		0.034243897	
KEL		0.034165267	
HSD11B1L		0.034156743	
BAALC		0.034156088	
RP11-118B18.1		0.034114715	
CTB-50L17.7		0.034111366	
SPIN2A		0.034092218	
DBH-AS1		0.034087785	
RP11-247A12.8		0.034061734	
RP11-181E10.3		0.03405799	
AC005162.5		0.034049902	
CTD-2349P21.5		0.034041714	
SSC5D		0.034034807	
AP000347.4		0.034029942	
RP11-572O6.1		0.03401902	
RP11-848P1.5		0.034015827	
CCDC40		0.034002982	
LRRC56		0.033892106	
RP11-236F9.2		0.033885095	
ATP4B		0.03383942	
C2orf73		0.033698294	
TMEM259		0.03364256	
RP11-507K2.3		0.03362285	
RP4-781K5.4		0.033614676	
TTLL9		0.03360809	
NUPR1		0.03358002	
RP13-46H24.1		0.03356963	
RP11-351I24.1		0.03354306	
CD160		0.033493184	
RP11-473M20.11		0.033491265	
SLC25A27		0.033405237	
XXbac-B444P24.8		0.033370905	
PCED1A		0.03333437	
CTA-228A9.3		0.033330824	
RN7SL130P		0.03331987	
RP11-556H2.3		0.033286028	
RP11-834C11.10		0.033242997	
C19orf54		0.033223733	
RP11-168O16.1		0.033203963	
JMJD7-PLA2G4B		0.033195004	
CA11		0.03318144	
SMIM4		0.032972537	
GOLGA6L7P		0.032920897	
RP11-838N2.5		0.032903805	
TTC28		0.032864075	
EMX2		0.032806125	
SMTN		0.03279787	
CLEC17A		0.032754567	
RP3-475N16.1		0.032736804	
ITGA10		0.03267665	
CD207		0.032613948	
RP11-227D13.1		0.032587677	
RP11-478H13.3		0.0325528	
VIPR2		0.032466147	
CHRNE		0.03245846	
RP11-386D6.1		0.032446153	
NUDT14		0.03242602	
SH3GL1		0.032411344	
CASC11		0.032406792	
TMEM173		0.03236588	
SLC25A18		0.03224918	
SNORA19		0.03215513	
SIX3-AS1		0.032083914	
GLT8D2		0.032036576	
MNX1-AS2		0.03200463	
IRGM		0.031845726	
CCDC159		0.031804554	
RP11-428J1.5		0.03179087	
RP11-683L23.1		0.031776585	
CTB-113P19.4		0.031725686	
RP11-235G24.3		0.03167991	
RP11-1C1.4		0.031613894	
TBC1D10A		0.031602208	
CLEC5A		0.031579792	
ACBD4		0.031542342	
PCAT6		0.03147085	
C21orf33		0.03140415	
AC005306.3		0.03140335	
KRT18P37		0.0314015	
GAS2L1		0.03129965	
FBXW9		0.031232342	
GNB1L		0.031225847	
RNF223		0.03121362	
LA16c-395F10.2		0.031157404	
SLC35E4		0.031139227	
RP11-567N4.3		0.03112377	
RP11-644L4.1		0.03112358	
ATP8A2		0.031119185	
MAPK8IP2		0.031108567	
LINC00959		0.031059045	
MEIG1		0.030968264	
ABCA7		0.030956356	
RP1-127D3.4		0.030912645	
HNRNPA3P1		0.030898914	
AC006116.20		0.030881928	
PEX11G		0.03087094	
PLCD3		0.030800948	
RP11-800A3.7		0.030768797	
PEX6		0.030740747	
FBXO27		0.03065498	
C16orf71		0.030465554	
KDM4B		0.030464876	
RP11-460I13.2		0.030432913	
TMEM143		0.030296689	
RN7SL244P		0.030192113	
RP11-286E11.1		0.030097894	
AC098831.4		0.030049711	
SH3BGR		0.03003775	
RP1-130H16.18		0.030010985	
FMO3		0.029981926	
HCST		0.02994457	
RP11-706O15.7		0.029830026	
GPM6A		0.02981291	
APOBEC3F		0.029778635	
LINC00629		0.029713793	
BZRAP1		0.029684335	
EMX1		0.029602567	
FAM195A		0.029592443	
WASF4P		0.029413084	
CKS1BP7		0.029256422	
DGCR6L		0.029232102	
AC105760.2		0.029113924	
RPL13AP3		0.029008098	
CTD-2308G16.1		0.028946761	
VN1R20P		0.028906014	
CYP4F32P		0.028838366	
CLLU1OS		0.028717479	
ZIC2		0.028710075	
KB-1027C11.4		0.028669424	
BDNF-AS		0.028633896	
TP73		0.028452953	
ASB16-AS1		0.02831559	
HIF1A-AS1		0.028294738	
LINC00652		0.028284665	
RP11-2E11.10		0.028202778	
CTD-2267D19.3		0.02814143	
RN7SL265P		0.028030787	
CCDC124		0.02786608	
KLHL41		0.027849188	
BRSK1		0.02765097	
FZD2		0.027608577	
ZBTB32		0.027599376	
PPP1R26-AS1		0.027402414	
HOXB-AS3		0.027292153	
LINC00637		0.027202796	
ACAP3		0.02706932	
SLC22A7		0.02691191	
RP11-785H20.1		0.02680347	
IL11RA		0.02652552	
RP1-28O10.1		0.026462007	
MIR200C		0.02627233	
CES4A		0.02613386	
TMEM52B		0.02609446	
RN7SL381P		0.025955852	
RP11-54A9.1		0.02590496	
RP11-611D20.2		0.025872108	
MOB3A		0.025796583	
CSRP3		0.025732348	
RP11-723O4.9		0.025651127	
RN7SL385P		0.02562677	
CAPSL		0.02544684	
SARDH		0.025401928	
IL17RD		0.025330506	
RP1-63G5.5		0.025276044	
TTC9B		0.025269499	
RP11-463O9.9		0.025241537	
RP11-160C18.2		0.02507018	
NPTX1		0.025057273	
RP11-505K9.1		0.024875993	
RP11-434O22.2		0.024820132	
RP11-1079K10.2		0.024715595	
RP4-539M6.20		0.024212765	
ROBO3		0.023705177	
COL6A6		0.023606587	
GABRB2		0.023449	
BAIAP2		0.023246326	
SLC2A10		0.022792693	
OVCH2		0.02277509	
AC004012.1		0.022615131	
SMARCD3		0.02252626	
C5orf17		0.02228836	
SLFN12L		0.022261277	
CTD-2325A15.5		0.022193482	
ISLR		0.021594789	
CTD-2207O23.3		0.021279756	
EPS8L2		0.021262074	
CTD-2054N24.2		0.021179605	
DUSP15		0.021148734	
ARHGEF18		0.021022595	
MIR877		0.020999769	
RAMP2-AS1		0.020958362	
TMEM178B		0.020605741	
RP11-20B7.1		0.020558108	
RP11-486O13.2		0.020457178	
PRSS41		0.019703828	
snoZ6		0.019296946	
TMEM204		0.01837068	
LOXL1		0.018301515	
RP11-768F21.1		0.01825475	
FAM83C		0.017321328	
FAM102A		0.017065575	
CTD-2012K14.3		0.016844105	
CCR7		0.014156095	
C12orf54		0.014071402	
CD79A		0.013104162	
ASB2		0.012864979	
CCBL1		0.012609504	
C9orf16		0.011524611	
C17orf99		0.011165418	
SCNN1G		0.010537005	
CEL		0.008139048	
SSTR5-AS1		-8.781466E-4	
RP11-400F19.6		-0.001222466	
BLOC1S3		-0.0019988902	
FAM169A		-0.0032978114	
STEAP2		-0.013198717	
CTD-2545H1.2		-0.013619747	
LAPTM4B		-0.014285852	
RAB3IP		-0.016363498	
LPGAT1		-0.01703035	
RP11-398G24.2		-0.017262805	
SERTAD4		-0.017456507	
AC004540.4		-0.017480314	
RBBP7		-0.01750261	
REEP3		-0.017611256	
TNFRSF11A		-0.017611997	
PTP4A1		-0.0177132	
PRDX6		-0.017847726	
TACR2		-0.017914161	
ZNF850		-0.017954705	
RP11-498M15.1		-0.01857829	
LYPD6		-0.018892655	
FRS2		-0.018966185	
KCTD3		-0.018974047	
AC016292.3		-0.019028548	
COX20		-0.019065673	
CACYBP		-0.019084051	
SDHC		-0.019309578	
A1CF		-0.01940771	
RP11-566E18.3		-0.019652482	
C1orf27		-0.019717483	
PEX1		-0.020061515	
RNF186		-0.020083245	
MYCL		-0.020231787	
GPR17		-0.020338781	
CCPG1		-0.020414716	
IQCH-AS1		-0.020524979	
RPL31P50		-0.020591134	
ASB8		-0.020614855	
CTA-268H5.9		-0.020643996	
IGKV1OR-2		-0.020647628	
RP11-96H17.3		-0.020767307	
RP11-386M24.6		-0.020792771	
RP5-827C21.6		-0.020806525	
RP11-255C15.3		-0.02117964	
RP11-707P17.1		-0.021181561	
GLRX2		-0.021217123	
RNU6ATAC25P		-0.021230541	
RPS6KA3		-0.021270385	
RPL17P44		-0.021330649	
RP1-137D17.2		-0.021381719	
TOX		-0.0214169	
NFATC2		-0.021580683	
MAFB		-0.021591423	
FAM96A		-0.021598814	
PTGES3		-0.021609219	
DESI2		-0.021612247	
TRIM59		-0.021679547	
RP11-159D12.5		-0.021882508	
HNF1A		-0.021921054	
USP30		-0.021927338	
DTL		-0.021949338	
RP11-381P6.1		-0.02200277	
RRP15		-0.022069225	
AC004893.10		-0.022077184	
HARBI1		-0.022118405	
TMCO1		-0.022233538	
CTGF		-0.022349156	
RPL10L		-0.022355083	
RP11-80A15.1		-0.022358282	
RPF1		-0.022473473	
PIGM		-0.022603704	
VSTM5		-0.022656532	
KCNK1		-0.022676112	
RP11-443K8.2		-0.022765398	
RP11-10A14.5		-0.022834571	
LARP4		-0.022848321	
CEP44		-0.02285032	
RP11-255H23.2		-0.022957226	
PSMB6		-0.022984702	
ZNF780A		-0.022990907	
SH3RF1		-0.02306894	
LRRC57		-0.023157418	
WSB2		-0.02318408	
SRP9P1		-0.023209224	
C12orf36		-0.023218313	
AC103563.8		-0.023235941	
RP4-718P11.1		-0.023235941	
RP11-96O20.2		-0.023235941	
OR52N4		-0.023235941	
RP11-489M13.3		-0.023235941	
RP11-467C18.1		-0.023252733	
STX19		-0.02326779	
FAM98B		-0.023380479	
TRBV30		-0.02352228	
ALDH9A1		-0.023528669	
KNSTRN		-0.023589615	
SNIP1		-0.023603715	
RP11-313P22.1		-0.023616558	
HMGCS1		-0.02363803	
RP11-242D8.2		-0.0237031	
ARL15		-0.023811227	
ETFA		-0.023844896	
RP11-801F7.1		-0.02385614	
FAM8A1		-0.023883287	
TROVE2		-0.023883965	
EXO1		-0.023941543	
RPL39P40		-0.023983283	
PVRL3-AS1		-0.023988944	
CYP2B6		-0.024002329	
SRPRB		-0.024007967	
SMAD4		-0.024097025	
TIPRL		-0.024137637	
ATP5B		-0.024290528	
MFAP3		-0.02430428	
RP11-999E24.3		-0.02439974	
TMBIM4		-0.024420202	
SFT2D2		-0.024428308	
HCG11		-0.02449182	
RP11-707P17.2		-0.02451003	
TRMT112		-0.024630541	
CTD-2373J6.1		-0.024651075	
POLR2M		-0.024713024	
DNTTIP2		-0.024718268	
U91328.2		-0.024759559	
SDR42E1		-0.024807638	
FAM102B		-0.02482513	
GC		-0.024893787	
STIM2		-0.024919001	
CHML		-0.024921624	
AC018737.3		-0.024931977	
MFSD1		-0.024945613	
TRUB1		-0.024985291	
RP11-56B16.2		-0.0250628	
RP11-542K23.9		-0.025064163	
RP11-474G23.2		-0.025088072	
NSL1		-0.025140548	
RP11-524H19.2		-0.025182396	
TMEM47		-0.025190689	
RP1-30E17.2		-0.025254391	
DISP1		-0.025256105	
RP11-25K19.1		-0.025260402	
TANK		-0.025269942	
ZNF790		-0.025276862	
USP7		-0.025278091	
ZFP36L2		-0.025362052	
VEZT		-0.025409024	
RNU6-341P		-0.025415912	
MTATP6P1		-0.025454681	
GTDC1		-0.02546104	
AQR		-0.025509892	
EI24		-0.025521794	
AC073869.1		-0.025540296	
UQCRH		-0.02560798	
SRP9		-0.025655339	
RP5-1033H22.2		-0.02567201	
SP3		-0.0257179	
SAR1B		-0.025721783	
SERP1		-0.025743946	
NR3C2		-0.025756737	
ERICH2		-0.02577153	
TAP2		-0.02581277	
SLC19A2		-0.025883889	
FH		-0.025891319	
PPP2R3C		-0.025909515	
NPY1R		-0.025933465	
AIDA		-0.025938125	
PRAP1		-0.025957465	
CAND1		-0.025990231	
RDH16		-0.02602623	
PIAS1		-0.026036466	
ATXN7L3B		-0.026155347	
RP4-714D9.2		-0.026187364	
DCLRE1A		-0.026209146	
TMEM69		-0.026212271	
CTC-558O2.2		-0.026240805	
RP11-447E20.1		-0.026275044	
TM9SF1		-0.026280483	
RP11-128A17.1		-0.026310632	
ZFP69B		-0.026321827	
BROX		-0.026329441	
CDCA8		-0.026333619	
SPRED1		-0.026365995	
FDPSP4		-0.02644869	
ZNRF2		-0.026449816	
CTD-3010D24.3		-0.026493361	
MYLIP		-0.026497085	
CACNA1D		-0.02654173	
DLGAP5		-0.026594311	
SGPP2		-0.02664874	
RP11-230C9.2		-0.026652832	
hsa-mir-6723		-0.026656343	
MEAF6		-0.02671128	
SPPL2A		-0.026735423	
GTF2A2		-0.026771398	
SLC29A4		-0.026828904	
ZNF92P3		-0.026862707	
HPRT1		-0.026873639	
RP11-2J18.1		-0.026933925	
MTERF		-0.026938902	
CTAGE8		-0.026976861	
HSPE1P4		-0.027014602	
HGD		-0.027028698	
RP11-359E19.2		-0.027137054	
PSMD1		-0.027220223	
AC008440.10		-0.027258137	
C12orf49		-0.027389638	
NAA15		-0.027471699	
LBR		-0.027489139	
BCL11B		-0.027533632	
ARFIP1		-0.027534794	
POGLUT1		-0.027603032	
SLC39A5		-0.02762041	
RAB21		-0.027644131	
RP11-235C23.5		-0.027661012	
DAD1		-0.027703395	
RP5-991C6.4		-0.027747372	
SNRPE		-0.027757045	
DDX20		-0.027761402	
CD9		-0.027785083	
NAPEPLD		-0.027803762	
PLEKHA2		-0.027827779	
ZNF770		-0.027841782	
MMADHC		-0.027857954	
RP11-575L7.8		-0.027860304	
ISCU		-0.027870085	
LIPA		-0.02787675	
SLC18B1		-0.027959883	
RPS15AP36		-0.027963601	
MOB3B		-0.028022755	
ETV6		-0.028064605	
ALG10		-0.028080061	
OGDH		-0.028093997	
STT3B		-0.028131338	
RNU6-181P		-0.028141202	
PDGFRL		-0.028174497	
GNG12		-0.028183019	
TMEM62		-0.028221756	
snoU109		-0.0282295	
RP11-671M22.4		-0.028235044	
FBXO33		-0.028289536	
ZNF330		-0.028316112	
BLOC1S6		-0.028380297	
SIKE1		-0.028402045	
XXbac-BPG181B23.7		-0.028456012	
RP3-461F17.1		-0.02853519	
FRK		-0.028584842	
PRDX3		-0.028585127	
MUT		-0.02865119	
DLAT		-0.028679209	
AGBL5-AS1		-0.028732091	
HNMT		-0.028777907	
UBR1		-0.028787043	
SNORA4		-0.028789653	
RP11-156E6.1		-0.02880348	
PPP1R2		-0.02880773	
ZNF800		-0.02888474	
CTD-2382E5.1		-0.028920084	
TMA16		-0.02902525	
EXOC5		-0.029038727	
ABHD16A		-0.0290555	
RP4-545K15.3		-0.029092252	
RAB8B		-0.029104376	
XXbac-BPG32J3.20		-0.029165652	
ZMPSTE24		-0.029196441	
DRD1		-0.029213078	
FDFT1		-0.029238679	
RNU2-59P		-0.029254107	
RP11-867G23.13		-0.029254107	
ERI1		-0.029282283	
RBBP4		-0.029336043	
SECISBP2L		-0.029417953	
KIF23		-0.0294192	
POLR3B		-0.029441556	
PNPLA8		-0.02946291	
LAMB1		-0.02946579	
SLC25A46		-0.02957669	
SRD5A3		-0.029593289	
RP11-329A14.1		-0.029606728	
PPP2R2A		-0.029607886	
ZDHHC2		-0.029712927	
RP11-10C24.2		-0.02972584	
NIPAL1		-0.029795446	
BRI3BP		-0.029876262	
PSMA6		-0.029912308	
ZMAT3		-0.029920662	
AC004980.9		-0.029936444	
PPT1		-0.030016037	
SNX13		-0.030017633	
NSUN3		-0.030023383	
C5orf22		-0.03005245	
CCDC28B		-0.030086255	
ATP6AP2		-0.030088337	
DYNC1LI1		-0.030105656	
Y_RNA		-0.030158782	
C1orf21		-0.030236367	
ABCD3		-0.030277947	
PIWIL4		-0.030291192	
CASK		-0.03032575	
C1GALT1		-0.03032845	
TBL1XR1		-0.030339878	
ACVR1C		-0.030365523	
TIFA		-0.03039089	
APOC2		-0.030461859	
ACTR10		-0.030474491	
MINPP1		-0.030503886	
RP11-282O18.3		-0.030551644	
IL2RG		-0.030578746	
PBLD		-0.030582165	
MRPL42		-0.030606864	
GPD1		-0.030649627	
C14orf166		-0.030701028	
ICK		-0.03070757	
CACNA2D4		-0.030813912	
ZNF597		-0.03087102	
ACTR6		-0.030872097	
SLC12A2		-0.030874612	
LRRC8B		-0.03091997	
NDUFC2-KCTD14		-0.030982401	
COQ3		-0.030990055	
ARL6		-0.031014659	
DEPDC4		-0.031157829	
PPCS		-0.03116366	
CSDE1		-0.03117829	
RP1-71H19.2		-0.031196572	
CYP51A1P2		-0.031206518	
MFSD9		-0.031208208	
PAWR		-0.031255007	
RP11-654D12.2		-0.031282056	
CPEB2		-0.031293944	
AC019186.1		-0.031361878	
CTD-2383M3.1		-0.03143048	
ATP2B1		-0.031470936	
AC093382.1		-0.03148468	
ITM2B		-0.031603537	
GPSM2		-0.031637866	
EPAS1		-0.03166977	
DDAH1		-0.031689774	
BPGM		-0.0317041	
KIAA0391		-0.031712182	
SNORA2B		-0.031717278	
ARHGAP11A		-0.03180753	
CAPZA1		-0.031820104	
CLP1		-0.03183856	
TMEM184C		-0.031976413	
SGOL2		-0.031993568	
LPP		-0.032023508	
OPN3		-0.032069072	
FDXACB1		-0.03212805	
PLS1		-0.032163575	
TM9SF3		-0.032205597	
C12orf23		-0.03226755	
ATG4A		-0.032278445	
IMPDH1P6		-0.03242547	
SNX6		-0.032439645	
AC004797.1		-0.032512084	
USP38		-0.03251324	
RP11-803P9.1		-0.032526284	
TMEM14A		-0.032538384	
DTD2		-0.03256142	
AP001372.2		-0.032573283	
TSPAN3		-0.032585647	
SDHD		-0.032617047	
SCYL2		-0.032693554	
KIAA0040		-0.032711923	
EPDR1		-0.032718237	
POLR2B		-0.032731157	
NIPA2		-0.032780096	
SLC30A6		-0.032860078	
NT5C3AP1		-0.032894824	
MKLN1-AS		-0.032931153	
RALA		-0.032937672	
EAPP		-0.03294695	
MSMO1		-0.03294826	
PUS3		-0.032957394	
ARID5B		-0.03300235	
MFSD5		-0.03301409	
FUT4		-0.033041805	
SGPL1		-0.033052824	
RNU6-1079P		-0.033068478	
SLC25A24		-0.033184603	
CEP97		-0.033186696	
MED21		-0.033219095	
APH1B		-0.03324178	
GTF2B		-0.03325027	
HIGD1A		-0.033305492	
TMED2		-0.033317223	
CTBS		-0.033341203	
DHCR7		-0.03335156	
TMEM45B		-0.033390857	
BACE2-IT1		-0.033427604	
TMX1		-0.03348247	
CD164		-0.033483528	
PPID		-0.03349088	
LCLAT1		-0.03350945	
NDUFS5		-0.03357318	
SNORA25		-0.033625722	
KRTCAP3		-0.033625737	
EPCAM		-0.03367463	
TAF13		-0.03370519	
RP3-523K23.2		-0.03374016	
SH3BGRL		-0.03379239	
RAB33B		-0.03382	
RP5-874C20.6		-0.033921257	
DLD		-0.033959374	
CNIH1		-0.03401152	
TINAG		-0.03401538	
RP11-21L23.2		-0.03402607	
HSD17B12		-0.034056727	
RAB5A		-0.034069832	
MMAA		-0.034072008	
AC009502.4		-0.034073405	
GALNT3		-0.034089085	
IL32		-0.03410012	
CTBP2P8		-0.03414961	
SLC30A7		-0.034210302	
RASSF6		-0.034357015	
GTPBP8		-0.034374513	
C3orf33		-0.034391068	
ATP5F1		-0.03448972	
AC078899.1		-0.034492794	
NDUFA5		-0.034551937	
CASP6		-0.034575455	
PPA2		-0.03457585	
PDZD8		-0.034584485	
SNAP23		-0.034595914	
LCOR		-0.034597054	
MYCBP		-0.034615107	
ZNF106		-0.03463129	
RP11-293I14.2		-0.03471201	
LAPTM4A		-0.03473829	
RP11-458D21.1		-0.034800045	
PSMA5		-0.03480863	
MEIS1-AS2		-0.034811284	
TSPAN13		-0.03484655	
DIP2B		-0.0348606	
FAM46A		-0.03489455	
C6orf211		-0.035029836	
RAB30		-0.03505628	
RP11-304F15.4		-0.035119005	
HMGCR		-0.035156418	
TMEM167B		-0.03516155	
TM9SF2		-0.035213724	
LACTB		-0.035242528	
MBNL1		-0.035260037	
PSMA3		-0.035417553	
ATXN1		-0.035422523	
POC1B-GALNT4		-0.035430294	
TRAPPC6B		-0.035436835	
CRYZP1		-0.035466958	
CMPK1		-0.035486326	
SLC25A3		-0.035490353	
GALNT4		-0.035501514	
TM7SF3		-0.03554792	
ABCE1		-0.035557784	
AGL		-0.035593484	
