Module	Section	Sample Name	Source
FastQC	all_sections	PDAC202Trkf_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202Trkf_R1_fastqc.zip
FastQC	all_sections	PDAC202Trft_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202Trft_R1_fastqc.zip
FastQC	all_sections	PDAC217T_F8-9rkf_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217T_F8-9rkf_R1_fastqc.zip
FastQC	all_sections	PDAC202T_F8-9rft_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202T_F8-9rft_R1_fastqc.zip
FastQC	all_sections	PDAC202Tr_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202Tr_R2_fastqc.zip
FastQC	all_sections	PDAC202Trft_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202Trft_R2_fastqc.zip
FastQC	all_sections	PDAC217T_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217T_R2_fastqc.zip
FastQC	all_sections	PDAC217Trft_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217Trft_R1_fastqc.zip
FastQC	all_sections	PDAC217T_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217T_R1_fastqc.zip
FastQC	all_sections	PDAC202Trkf_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202Trkf_R2_fastqc.zip
FastQC	all_sections	PDAC202T_F8-9rkf_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202T_F8-9rkf_R2_fastqc.zip
FastQC	all_sections	PDAC217T_F8-9rft_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217T_F8-9rft_R2_fastqc.zip
FastQC	all_sections	PDAC217T_F8-9rft_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217T_F8-9rft_R1_fastqc.zip
FastQC	all_sections	PDAC202T_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202T_R2_fastqc.zip
FastQC	all_sections	PDAC202T_F8-9r_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202T_F8-9r_R2_fastqc.zip
FastQC	all_sections	PDAC202T_F8-9_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202T_F8-9_R1_fastqc.zip
FastQC	all_sections	PDAC217Tr_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217Tr_R1_fastqc.zip
FastQC	all_sections	PDAC202T_F8-9_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202T_F8-9_R2_fastqc.zip
FastQC	all_sections	PDAC217T_F8-9_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217T_F8-9_R1_fastqc.zip
FastQC	all_sections	PDAC202T_F8-9r_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202T_F8-9r_R1_fastqc.zip
FastQC	all_sections	PDAC217Trkf_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217Trkf_R1_fastqc.zip
FastQC	all_sections	PDAC202Tr_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202Tr_R1_fastqc.zip
FastQC	all_sections	PDAC217Tr_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217Tr_R2_fastqc.zip
FastQC	all_sections	PDAC217T_F8-9_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC217T_F8-9_R2_fastqc.zip
FastQC	all_sections	PDAC202T_F8-9rft_R2	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202T_F8-9rft_R2_fastqc.zip
FastQC	all_sections	PDAC202T_R1	/home/jacobo/Documents/02_TRANSDUCER/02_Raw_data/02_rRNA_removal_and_Trimming_check/02_Output/BBDuk/PDAC202T_R1_fastqc.zip
