Sample	Top over-represented sequence	Sum of remaining over-represented sequences
PDAC225T_F8-9kf1_R1	2.103563151098527	1.0685713643611878
PDAC225T_F8-9kf1_R2	0.7386496360498169	0.4897200098590464
PDAC225Tkf1_R1	0.789978100220352	6.654229976800248
PDAC225Tkf1_R2	0.4266388273038694	4.4086773856761425
PDAC226T_F8-9kf1_R1	4.739049681415959	18.493484033464423
PDAC226T_F8-9kf1_R2	1.7308060522164839	22.34364155616285
PDAC226Tkf1_R1	2.0105975017855906	6.821749272266893
PDAC226Tkf1_R2	0.527215278232109	5.607213386218072
PDAC227T_F8-9kf1_R1	2.6354102756582343	1.175502934929121
PDAC227T_F8-9kf1_R2	0.8552375621701833	1.1513310557918037
PDAC227Tkf1_R1	1.5162634749040558	4.194059592986043
PDAC227Tkf1_R2	0.6190997834217569	4.385779338608224
