Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
PDAC206T_F8-9kf_R2	PDAC206T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41026293.0	0.0	75.0	53.0	39.0926486153649	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
PDAC207T_F8-9kf_R1	PDAC207T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87346834.0	0.0	75.0	54.0	36.61022989251187	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
PDAC207T_F8-9kf_R2	PDAC207T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87346834.0	0.0	75.0	55.0	37.65977410465606	75.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	pass
PDAC208T_F8-9kf_R1	PDAC208T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54323237.0	0.0	75.0	59.0	24.527171167713583	75.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
PDAC208T_F8-9kf_R2	PDAC208T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54323237.0	0.0	75.0	60.0	26.31894024804286	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
PDAC209T_F8-9kf_R1	PDAC209T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38738492.0	0.0	75.0	52.0	45.394056167558524	75.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	pass
PDAC209T_F8-9kf_R2	PDAC209T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38738492.0	0.0	75.0	52.0	42.95641697507104	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
PDAC210T_F8-9kf_R1	PDAC210T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46971017.0	0.0	75.0	58.0	28.541219934513208	75.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
PDAC210T_F8-9kf_R2	PDAC210T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46971017.0	0.0	75.0	59.0	30.72683913891023	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
PDAC211T_F8-9kf_R1	PDAC211T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	52168099.0	0.0	75.0	54.0	40.28628149976867	75.0	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	pass
PDAC211T_F8-9kf_R2	PDAC211T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	52168099.0	0.0	75.0	55.0	39.24163673851741	75.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	warn	pass
PDAC212T_F8-9kf_R1	PDAC212T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59727003.0	0.0	75.0	54.0	35.60841056457788	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
PDAC212T_F8-9kf_R2	PDAC212T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59727003.0	0.0	75.0	54.0	34.13818329366595	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
PDAC213T_F8-9kf_R1	PDAC213T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70423752.0	0.0	75.0	58.0	18.341444782646416	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
PDAC213T_F8-9kf_R2	PDAC213T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70423752.0	0.0	75.0	58.0	18.998106622017293	75.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	pass
PDAC214T_F8-9kf_R1	PDAC214T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70375106.0	0.0	75.0	59.0	20.395038587157114	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
PDAC214T_F8-9kf_R2	PDAC214T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70375106.0	0.0	75.0	59.0	20.717809139018307	75.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	pass
PDAC215T_F8-9kf_R1	PDAC215T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67166469.0	0.0	75.0	61.0	8.72794075130359	75.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	pass
PDAC215T_F8-9kf_R2	PDAC215T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67166469.0	0.0	75.0	63.0	9.534737776149612	75.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
PDAC216T_F8-9kf_R1	PDAC216T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55306239.0	0.0	75.0	56.0	29.71150922536605	75.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
PDAC216T_F8-9kf_R2	PDAC216T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55306239.0	0.0	75.0	56.0	27.43552026624168	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
PDAC217T_F8-9kf_R1	PDAC217T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56001519.0	0.0	75.0	60.0	22.761946940402908	75.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	pass
PDAC217T_F8-9kf_R2	PDAC217T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56001519.0	0.0	75.0	60.0	22.873441492466362	75.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	pass
PDAC218T_F8-9kf_R1	PDAC218T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55098415.0	0.0	75.0	53.0	34.294818402438146	75.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
PDAC218T_F8-9kf_R2	PDAC218T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55098415.0	0.0	75.0	53.0	33.07189911458707	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
PDAC219T_F8-9kf_R1	PDAC219T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40071065.0	0.0	75.0	56.0	33.92347383971058	75.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
PDAC219T_F8-9kf_R2	PDAC219T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40071065.0	0.0	75.0	57.0	34.74284542570584	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
PDAC220T_F8-9kf_R1	PDAC220T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58276348.0	0.0	75.0	61.0	13.27718378369748	75.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
PDAC220T_F8-9kf_R2	PDAC220T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58276348.0	0.0	75.0	62.0	14.367185902571746	75.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	pass
PDAC221T_F8-9kf_R1	PDAC221T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40149883.0	0.0	75.0	57.0	26.083812981111045	75.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
PDAC221T_F8-9kf_R2	PDAC221T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40149883.0	0.0	75.0	57.0	26.554247024094167	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
PDAC222T_F8-9kf_R1	PDAC222T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47144540.0	0.0	75.0	56.0	26.536322758526076	75.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	pass
PDAC222T_F8-9kf_R2	PDAC222T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47144540.0	0.0	75.0	57.0	26.337700546852243	75.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
PDAC223T_F8-9kf_R1	PDAC223T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	52967955.0	0.0	75.0	57.0	24.486555175502843	75.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
PDAC223T_F8-9kf_R2	PDAC223T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	52967955.0	0.0	75.0	56.0	24.74437274401604	75.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	warn	pass
PDAC224T_F8-9kf_R1	PDAC224T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56408536.0	0.0	75.0	51.0	41.40384459651031	75.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
PDAC224T_F8-9kf_R2	PDAC224T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56408536.0	0.0	75.0	52.0	39.2002045931265	75.0	pass	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass
PDAC225T_F8-9kf_R1	PDAC225T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49306954.0	0.0	75.0	54.0	43.143828708730766	75.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
PDAC225T_F8-9kf_R2	PDAC225T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49306954.0	0.0	75.0	54.0	41.109003309822214	75.0	pass	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass
PDAC226T_F8-9kf_R1	PDAC226T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81352836.0	0.0	75.0	61.0	12.413364978210605	75.0	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	pass
PDAC226T_F8-9kf_R2	PDAC226T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81352836.0	0.0	75.0	63.0	14.148077512154188	75.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
PDAC227T_F8-9kf_R1	PDAC227T_F8-9kf_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48484530.0	0.0	75.0	54.0	38.41198035528499	75.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
PDAC227T_F8-9kf_R2	PDAC227T_F8-9kf_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48484530.0	0.0	75.0	55.0	35.16517537792069	75.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
