EnsemblID	s17AAO2007-Pol	s17AAO2007-tot	s17T-Pol	s17T-tot	sDALJO-Pol	sDALJO-tot	sMAYCL-Pol	sMAYCL-tot
ENSG00000131914	0	1	0	0	0	0	0	4
ENSG00000226396	2	3	0	1	2	0	25	71
ENSG00000232423	0	0	0	0	0	0	0	0
ENSG00000229247	0	0	0	0	0	0	0	0
ENSG00000169504	27973	23097	31322	18933	20500	20599	42037	12603
ENSG00000224311	0	0	0	0	0	0	0	0
ENSG00000225159	217	283	141	151	179	196	177	108
ENSG00000260063	8	9	27	16	15	13	17	16
ENSG00000272088	0	1	0	0	0	0	0	0
ENSG00000228338	0	0	0	0	0	0	0	0
ENSG00000270728	8	6	5	5	2	5	16	11
ENSG00000169641	1299	968	1165	731	1176	1054	1215	548
ENSG00000181773	6	12	12	4	22	34	6	2
ENSG00000175707	0	0	0	0	0	0	0	0
ENSG00000241547	0	1	3	0	2	2	1	3
ENSG00000224129	0	0	0	0	0	0	0	0
ENSG00000234166	0	0	0	0	0	0	0	0
ENSG00000230228	0	0	2	0	0	0	0	0
ENSG00000237436	1	0	0	2	2	2	1	2
ENSG00000233954	3	6	0	0	0	0	0	0
ENSG00000174950	0	0	0	0	0	0	0	0
ENSG00000235282	0	0	0	0	0	0	0	0
ENSG00000055070	1518	3269	1834	1822	971	2719	1312	2219
ENSG00000225891	1	0	0	0	0	0	1	0
ENSG00000175087	90	95	89	64	48	56	77	60
ENSG00000171735	274	750	312	435	175	643	392	883
ENSG00000157191	1657	1628	953	1043	1380	1540	2063	1438
ENSG00000270733	1	0	4	0	1	0	2	0
ENSG00000284699	0	0	0	0	0	0	0	0
ENSG00000133226	1339	1032	1265	674	760	771	1488	622
ENSG00000229985	1	0	0	0	0	0	0	0
ENSG00000162482	9	12	1	1	1	1	7	2
ENSG00000230035	0	0	0	0	0	0	0	0
ENSG00000235185	0	0	0	0	0	0	0	0
ENSG00000236782	1	3	2	2	3	5	2	6
ENSG00000215910	0	0	0	0	0	0	0	0
ENSG00000116663	32	19	36	38	76	91	19	12
ENSG00000225643	0	3	4	3	0	1	4	5
ENSG00000215695	0	0	0	0	0	0	0	0
ENSG00000284666	0	0	0	0	0	0	0	0
ENSG00000243659	0	0	0	2	0	0	1	0
ENSG00000240553	0	0	0	0	0	0	0	0
ENSG00000228943	0	0	0	0	0	0	0	0
ENSG00000215906	0	0	0	0	0	0	0	0
ENSG00000230703	0	0	0	0	0	0	0	0
ENSG00000188822	0	0	0	0	0	0	0	0
ENSG00000232848	0	0	0	0	0	0	0	0
ENSG00000234397	0	0	0	1	0	0	1	0
ENSG00000090273	3466	2398	2082	1558	2920	2126	3578	1836
ENSG00000284309	0	0	0	0	0	0	0	0
ENSG00000227868	0	0	0	1	0	0	0	0
ENSG00000269925	0	0	0	0	0	0	0	0
ENSG00000142751	581	451	423	389	514	423	661	442
ENSG00000189266	1106	1457	1159	805	708	1208	1377	918
ENSG00000162511	1	1	0	1	2	1	5	0
ENSG00000158014	0	0	1	0	1	4	1	3
ENSG00000204138	523	608	518	381	188	297	419	333
ENSG00000233419	0	0	0	0	0	0	0	0
ENSG00000235263	0	0	0	0	0	0	0	0
ENSG00000228176	0	0	0	0	0	0	0	0
ENSG00000229106	7	11	7	3	4	9	8	10
ENSG00000236155	0	1	0	1	0	0	1	2
ENSG00000231251	0	0	0	0	0	0	0	0
ENSG00000142675	2	0	3	1	2	1	2	1
ENSG00000197245	0	0	0	0	1	0	0	0
ENSG00000231949	0	0	0	0	0	0	0	0
ENSG00000261025	0	0	0	0	0	0	0	0
ENSG00000116237	2166	3155	2599	2254	1674	2997	2414	1803
ENSG00000158195	4560	4540	4458	3306	1751	2282	6303	4211
ENSG00000130772	229	210	125	125	161	153	218	149
ENSG00000215899	0	0	0	0	0	0	1	2
ENSG00000237429	0	0	0	0	0	0	0	0
ENSG00000271398	0	0	0	0	0	0	0	0
ENSG00000225011	0	0	0	0	0	0	0	0
ENSG00000215905	0	0	0	0	0	0	0	0
ENSG00000240731	0	0	0	0	0	0	0	0
ENSG00000235069	0	0	0	0	0	0	0	0
ENSG00000172746	1	2	0	0	1	1	0	1
ENSG00000284676	0	0	0	0	0	0	0	0
ENSG00000237058	0	0	0	0	0	0	0	0
ENSG00000204160	421	645	468	372	468	858	338	525
ENSG00000233399	0	0	0	0	0	0	0	0
ENSG00000090020	1818	1321	2046	1235	1681	1372	1575	1066
ENSG00000225990	0	0	0	0	0	0	0	0
ENSG00000157978	568	673	488	469	203	328	1017	963
ENSG00000226944	0	0	0	0	0	4	0	0
ENSG00000158246	300	231	466	360	45	19	819	588
ENSG00000270282	0	0	0	0	0	0	0	0
ENSG00000130770	912	1424	516	607	721	1353	837	1043
ENSG00000117305	805	707	454	416	529	522	1061	703
ENSG00000235131	0	0	0	0	0	0	0	1
ENSG00000229044	0	1	0	0	0	0	0	0
ENSG00000162512	365	381	1622	1047	1319	1537	853	602
ENSG00000179840	0	0	0	0	0	0	0	0
ENSG00000272449	3	5	4	4	3	6	0	2
ENSG00000214973	12	19	14	13	17	19	22	9
ENSG00000198746	231	190	195	155	154	121	312	196
ENSG00000158006	358	288	211	135	210	174	343	124
ENSG00000188529	1122	1029	839	570	720	796	1022	372
ENSG00000214812	0	0	0	0	0	0	0	0
ENSG00000142784	1351	1493	1478	1224	876	1137	1858	1776
ENSG00000230023	0	0	0	0	0	0	0	0
ENSG00000227950	0	0	0	0	0	0	0	0
ENSG00000117682	1241	996	960	681	1181	991	1490	842
ENSG00000175793	3	1	6	3	8	1	12	7
ENSG00000126698	2267	2273	1404	1353	1469	1777	2596	1614
ENSG00000229447	0	2	0	0	0	0	0	0
ENSG00000229607	0	0	0	0	0	0	0	0
ENSG00000229994	17	27	8	7	7	10	6	15
ENSG00000130766	2304	1982	1164	713	947	872	1692	1252
ENSG00000168528	1261	1703	1300	1251	3434	4629	2297	3148
ENSG00000196581	2	0	1	4	6	6	0	0
ENSG00000169403	2	3	2	0	0	3	7	0
ENSG00000117676	82	34	38	10	43	26	37	19
ENSG00000198830	4544	10096	3057	3439	2283	5729	3036	5521
ENSG00000225126	0	0	0	0	0	0	0	0
ENSG00000084628	5	7	7	13	1	3	15	34
ENSG00000060688	1040	784	591	573	633	558	1107	621
ENSG00000236335	0	0	0	0	0	0	0	0
ENSG00000171612	140	216	122	148	118	210	158	206
ENSG00000241169	0	0	0	0	0	0	0	0
ENSG00000278572	0	1	0	0	0	0	0	0
ENSG00000227001	30	36	35	25	27	38	34	27
ENSG00000270927	0	0	0	0	0	0	0	0
ENSG00000226698	0	0	0	0	0	0	0	0
ENSG00000284744	0	0	0	0	0	0	0	0
ENSG00000162458	5053	4806	3194	2520	1843	1901	4052	3126
ENSG00000188910	3	0	3	2	0	0	2	0
ENSG00000230523	0	0	0	0	0	0	0	0
ENSG00000186056	1	5	5	2	2	9	3	3
ENSG00000116138	432	331	484	274	400	297	382	162
ENSG00000231207	0	0	0	0	0	0	0	0
ENSG00000142765	1	2	4	1	1	1	1	0
ENSG00000158161	365	286	282	193	340	338	371	190
ENSG00000270330	0	0	0	0	0	0	0	0
ENSG00000142684	0	0	0	0	0	0	0	0
ENSG00000060642	352	312	367	266	258	242	402	371
ENSG00000224064	0	0	0	0	0	0	0	0
ENSG00000234619	0	0	0	0	0	0	0	1
ENSG00000121769	116	194	199	199	15	25	1005	1422
ENSG00000236963	0	0	0	0	0	0	0	0
ENSG00000232557	0	0	0	0	0	0	0	0
ENSG00000157330	0	0	0	0	0	0	0	0
ENSG00000162413	1719	1380	1815	1337	1262	963	2095	1363
ENSG00000142627	1325	1021	1271	786	1143	832	1397	804
ENSG00000284668	0	0	0	0	0	0	0	0
ENSG00000233234	0	0	0	0	0	0	0	0
ENSG00000142632	123	157	139	105	90	114	163	169
ENSG00000234593	0	0	0	0	0	0	0	0
ENSG00000162490	0	2	1	1	0	1	1	0
ENSG00000158292	49	48	204	169	84	147	80	153
ENSG00000270605	1	0	0	0	0	1	0	1
ENSG00000238199	1	1	0	0	0	0	0	0
ENSG00000142733	931	609	823	572	513	360	1159	602
ENSG00000189337	442	702	495	411	155	310	845	803
ENSG00000270601	0	0	0	0	0	0	0	0
ENSG00000233268	0	0	0	0	0	0	0	0
ENSG00000232912	0	1	0	0	0	1	0	1
ENSG00000235084	4	8	7	7	0	10	1	8
ENSG00000235143	1	0	0	0	0	0	0	1
ENSG00000225478	0	0	0	0	0	0	0	0
ENSG00000225077	0	1	1	1	1	0	0	1
ENSG00000028137	42	29	85	78	199	226	58	33
ENSG00000223944	0	0	0	0	0	0	0	0
ENSG00000238249	0	1	0	2	1	0	1	0
ENSG00000187952	58	97	73	49	46	99	60	29
ENSG00000237938	1	3	0	4	2	0	1	0
ENSG00000227409	0	0	0	1	0	0	0	0
ENSG00000204464	0	0	0	0	0	0	0	0
ENSG00000233372	0	0	0	0	0	0	0	0
ENSG00000162460	0	0	0	0	0	0	0	0
ENSG00000283259	0	0	0	0	0	0	0	0
ENSG00000142687	1155	1170	1435	985	1011	1129	1348	855
ENSG00000284543	0	0	0	0	0	0	0	0
ENSG00000223382	0	0	1	0	0	0	0	2
ENSG00000226166	0	0	0	0	0	0	0	0
ENSG00000130939	1890	1528	1656	1094	1050	959	1975	934
ENSG00000236216	52	59	33	24	12	32	26	58
ENSG00000175147	0	0	1	0	0	1	0	1
ENSG00000236266	2	1	0	0	0	0	0	2
ENSG00000127472	29	50	13	27	10	22	8	27
ENSG00000231103	0	0	0	0	0	0	0	0
ENSG00000060656	27	22	188	130	91	71	67	30
ENSG00000163867	62	84	79	48	56	72	83	40
ENSG00000232768	0	0	0	0	0	0	0	0
ENSG00000225294	2	1	0	0	1	0	3	1
ENSG00000230214	0	0	0	0	0	0	0	0
ENSG00000189280	4	1	2	4	14	22	0	0
ENSG00000134698	235	238	255	148	128	188	280	159
ENSG00000226487	0	0	0	0	0	0	0	0
ENSG00000134690	706	546	98	68	152	106	139	68
ENSG00000272420	1	0	0	0	0	0	0	0
ENSG00000224333	0	0	0	0	0	0	0	0
ENSG00000226664	0	0	0	0	0	0	0	0
ENSG00000132881	75	77	55	66	36	73	69	83
ENSG00000273274	0	1	9	0	0	0	5	1
ENSG00000224321	4	4	2	1	1	2	1	9
ENSG00000233621	38	66	37	34	22	45	29	53
ENSG00000228940	0	0	1	0	0	0	0	0
ENSG00000116251	2449	5659	2864	3193	1744	4329	2719	3741
ENSG00000272510	0	0	0	0	1	0	0	0
ENSG00000158286	51	63	38	35	35	24	23	22
ENSG00000236648	0	0	0	0	0	0	0	0
ENSG00000232273	0	1	1	0	0	0	0	0
ENSG00000237276	4	16	5	5	3	12	10	32
ENSG00000227959	1	2	3	2	2	2	0	2
ENSG00000009709	0	0	0	0	0	0	0	0
ENSG00000043514	388	349	257	223	239	287	409	186
ENSG00000186543	0	0	0	0	0	0	0	0
ENSG00000287396	0	0	0	0	0	0	0	0
ENSG00000231789	2	4	0	2	5	12	0	3
ENSG00000162510	0	0	2	2	1	3	2	3
ENSG00000179002	0	0	0	0	0	0	0	0
ENSG00000223589	0	0	0	0	0	0	0	0
ENSG00000188984	0	0	0	0	0	0	0	0
ENSG00000229259	0	0	0	0	0	0	0	0
ENSG00000270171	0	0	0	0	0	0	0	0
ENSG00000158008	131	152	200	180	239	379	144	216
ENSG00000269732	0	0	0	0	0	0	0	0
ENSG00000130940	24	45	12	12	5	5	13	5
ENSG00000116771	51	63	32	23	38	62	22	25
ENSG00000237301	0	0	0	0	0	1	0	0
ENSG00000162585	599	1533	650	792	480	1279	811	1835
ENSG00000163879	152	170	172	180	82	104	208	197
ENSG00000227527	0	1	0	3	0	0	0	5
ENSG00000127129	1	1	0	2	0	0	1	0
ENSG00000228823	0	0	0	0	0	0	0	0
ENSG00000010803	362	722	358	354	227	589	179	343
ENSG00000229901	0	0	0	0	0	0	0	1
ENSG00000169991	469	344	445	275	347	315	468	207
ENSG00000116954	689	699	642	506	460	521	1191	790
ENSG00000117013	4	16	27	30	5	2	60	83
ENSG00000228589	609	554	537	454	595	539	634	393
ENSG00000163873	0	0	0	0	0	0	0	0
ENSG00000233431	0	0	0	0	0	0	0	0
ENSG00000117215	0	0	0	0	0	0	0	0
ENSG00000223583	0	1	0	1	0	0	0	0
ENSG00000196449	222	272	153	152	235	293	265	189
ENSG00000250575	32	41	36	26	16	28	24	63
ENSG00000237700	0	0	0	0	0	0	0	0
ENSG00000253368	214	326	622	577	477	778	872	1233
ENSG00000179862	82	108	134	100	88	99	111	189
ENSG00000116661	12	10	24	6	29	22	8	0
ENSG00000230163	0	0	0	0	0	0	0	0
ENSG00000287400	3	4	0	0	0	1	0	0
ENSG00000227538	0	0	0	0	0	0	0	0
ENSG00000232208	0	2	0	0	0	0	0	0
ENSG00000162461	2	4	7	1	1	0	0	7
ENSG00000236500	0	0	0	0	0	0	0	0
ENSG00000044012	0	0	0	0	0	0	0	0
ENSG00000179051	2326	2027	1714	1208	1092	907	2255	1394
ENSG00000215895	3	6	5	4	5	3	3	2
ENSG00000231868	0	0	0	0	0	0	0	0
ENSG00000284650	0	0	0	0	0	0	0	0
ENSG00000237329	0	0	0	0	0	0	0	0
ENSG00000236948	0	0	0	0	0	0	0	0
ENSG00000270850	0	0	0	0	0	0	0	0
ENSG00000053372	787	742	395	360	617	647	594	400
ENSG00000287510	0	0	0	0	0	0	0	0
ENSG00000126067	2354	2105	998	946	1618	1453	1897	1371
ENSG00000274944	0	0	0	0	0	0	0	0
ENSG00000066136	938	766	549	503	596	579	1053	915
ENSG00000132906	169	143	96	78	75	79	254	147
ENSG00000286668	0	0	0	0	0	0	0	0
ENSG00000197312	469	320	470	271	204	223	642	217
ENSG00000284748	0	0	0	0	0	0	0	0
ENSG00000272078	3	3	1	1	0	1	2	2
ENSG00000173660	890	2575	931	1193	772	2188	809	1961
ENSG00000224592	1	2	5	1	2	0	0	1
ENSG00000233728	0	0	0	0	0	0	0	0
ENSG00000230451	0	0	0	0	0	0	0	0
ENSG00000215893	0	0	0	0	0	0	0	0
ENSG00000231606	0	0	0	0	0	0	0	0
ENSG00000215900	0	0	0	0	0	0	0	0
ENSG00000092847	886	668	807	521	464	482	1022	617
ENSG00000284632	0	0	0	0	0	0	0	0
ENSG00000204510	0	0	0	0	0	0	0	0
ENSG00000241014	1	3	4	4	3	0	2	3
ENSG00000054118	2548	1869	2862	1544	1327	960	3531	1424
ENSG00000254553	0	0	0	0	0	0	0	0
ENSG00000230415	0	0	1	2	0	1	0	0
ENSG00000177181	0	0	1	0	1	0	1	0
ENSG00000284653	0	0	0	0	0	0	0	0
ENSG00000237749	1	4	0	1	0	10	1	9
ENSG00000224863	0	0	0	0	0	0	0	0
ENSG00000276747	0	0	0	0	0	0	0	0
ENSG00000284705	0	0	0	0	0	0	0	0
ENSG00000287828	12	23	10	7	5	6	5	7
ENSG00000228776	0	0	0	0	0	0	0	0
ENSG00000236009	0	0	0	0	0	0	0	0
ENSG00000228526	21	18	13	17	9	29	13	24
ENSG00000159339	0	0	0	0	0	0	0	0
ENSG00000284678	0	0	0	0	0	0	0	0
ENSG00000162373	5	8	13	13	6	5	7	11
ENSG00000223814	0	0	0	0	0	0	0	0
ENSG00000197982	553	1311	529	684	556	1230	600	1432
ENSG00000225158	0	0	0	0	0	0	0	0
ENSG00000261781	0	0	0	0	0	0	0	0
ENSG00000183317	0	0	2	0	0	0	0	0
ENSG00000250894	0	0	0	0	0	0	0	0
ENSG00000232022	1	0	0	0	0	1	0	1
ENSG00000183386	1074	1190	758	709	570	735	671	968
ENSG00000284743	0	0	0	0	0	0	0	0
ENSG00000229528	0	0	0	0	0	0	0	0
ENSG00000158315	26	14	32	16	31	31	10	4
ENSG00000232514	0	0	0	0	0	0	0	0
ENSG00000229213	0	0	0	0	0	0	0	0
ENSG00000243749	13	12	14	10	15	26	26	15
ENSG00000204084	349	282	277	180	113	132	345	174
ENSG00000286064	16	8	3	7	6	3	14	6
ENSG00000235358	1	0	0	0	0	0	0	0
ENSG00000186973	0	2	1	1	0	2	0	0
ENSG00000233118	0	0	0	0	0	0	0	0
ENSG00000271806	0	0	0	0	0	0	0	0
ENSG00000142698	0	1	0	0	0	0	0	0
ENSG00000272084	4	9	9	7	6	9	3	6
ENSG00000146463	1297	1208	1312	826	808	929	1443	619
ENSG00000279214	0	0	0	0	0	0	0	0
ENSG00000183520	1015	832	557	476	719	612	750	350
ENSG00000271164	0	0	0	0	0	0	0	0
ENSG00000090686	1577	1030	1218	672	1067	666	1782	543
ENSG00000085998	1329	1883	1753	1184	1715	2461	1368	1523
ENSG00000271741	0	1	0	0	0	0	0	0
ENSG00000226957	0	0	0	0	0	0	0	0
ENSG00000211454	0	1	0	0	0	0	1	1
ENSG00000214141	0	0	0	0	0	0	0	0
ENSG00000142686	560	602	510	378	373	431	644	427
ENSG00000224751	0	0	0	0	0	0	0	0
ENSG00000286597	0	0	0	0	0	0	0	0
ENSG00000279096	0	0	0	0	0	0	0	0
ENSG00000227857	1	0	0	0	0	0	0	0
ENSG00000213987	0	0	0	0	0	0	0	0
ENSG00000117148	0	1	1	0	1	0	1	1
ENSG00000230585	0	0	0	0	0	0	0	0
ENSG00000127125	581	803	430	471	470	635	842	591
ENSG00000197429	176	133	179	132	98	103	203	79
ENSG00000117000	336	312	463	232	236	183	545	173
ENSG00000284989	0	0	0	0	0	0	0	0
